id,pays,code_insee,commune,departement,region,org_lon,org_lat,org_precision,org_methode,org_adresse,org_source,ctrl_lieu,ctrl_lon,ctrl_lat,ctrl_precision,drapeaux
2014-74a7884d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-12ccda51-1,FR,92026,Courbevoie,92,11,2.2574,48.8976,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2574,48.8976,commune,lieu_controle_inconnu
2014-952093fc-1,FR,94068,Saint-Maur-des-Fossés,94,11,2.4921,48.7999,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.4921,48.7999,commune,lieu_controle_inconnu
2014-0d25770e-1,FR,94037,Gentilly,94,11,2.3426,48.8120,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3426,48.8120,commune,lieu_controle_inconnu
2014-34f9d436-1,FR,34172,Montpellier,34,76,3.8742,43.6100,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.8742,43.6100,commune,lieu_controle_inconnu
2014-a235e48b-1,FR,79191,Niort,79,75,-0.4613,46.3274,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.4613,46.3274,commune,lieu_controle_inconnu
2014-f02b2683-1,FR,25240,Les Fins,25,27,6.6280,47.0794,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,6.6280,47.0794,commune,lieu_controle_inconnu
2014-0697a16d-1,FR,13004,Arles,13,93,4.6513,43.5441,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.6513,43.5441,commune,lieu_controle_inconnu
2014-dcfb974e-1,FR,13004,Arles,13,93,4.6513,43.5441,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.6513,43.5441,commune,lieu_controle_inconnu
2014-1c16cc57-1,FR,62160,Boulogne-sur-Mer,62,32,1.6062,50.7303,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.6062,50.7303,commune,lieu_controle_inconnu
2014-c579687a-1,FR,62160,Boulogne-sur-Mer,62,32,1.6062,50.7303,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.6062,50.7303,commune,lieu_controle_inconnu
2014-a29112a9-1,FR,33449,Saint-Médard-en-Jalles,33,75,-0.7823,44.8861,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.7823,44.8861,commune,lieu_controle_inconnu
2014-0af4b000-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-e303d079-1,FR,59009,Villeneuve-d'Ascq,59,32,3.1619,50.6362,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.1619,50.6362,commune,lieu_controle_inconnu
2014-bdbad1d2-1,FR,92040,Issy-les-Moulineaux,92,11,2.2628,48.8240,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2628,48.8240,commune,lieu_controle_inconnu
2014-461d86ad-1,FR,13117,Vitrolles,13,93,5.2656,43.4509,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,5.2656,43.4509,commune,lieu_controle_inconnu
2014-adcc0055-1,FR,13001,Aix-en-Provence,13,93,5.3879,43.5360,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,5.3879,43.5360,commune,lieu_controle_inconnu
2014-b026572b-1,FR,92063,Rueil-Malmaison,92,11,2.1806,48.8717,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1806,48.8717,commune,lieu_controle_inconnu
2014-213b4948-1,FR,26362,Valence,26,84,4.9164,44.9234,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.9164,44.9234,commune,lieu_controle_inconnu
2014-a925facc-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-c53d87aa-1,FR,35238,Rennes,35,53,-1.6884,48.1159,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-1.6884,48.1159,commune,lieu_controle_inconnu
2014-264f8716-1,FR,77288,Melun,77,11,2.6552,48.5421,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.6552,48.5421,commune,lieu_controle_inconnu
2014-6be694f1-1,FR,36202,Saint-Maur,36,24,1.6203,46.8109,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.6203,46.8109,commune,lieu_controle_inconnu
2014-c1dfea51-1,FR,31555,Toulouse,31,76,1.4328,43.6007,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.4328,43.6007,commune,lieu_controle_inconnu
2014-163a202e-1,FR,59350,Lille,59,32,3.0468,50.6311,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.0468,50.6311,commune,lieu_controle_inconnu
2014-c7434a13-1,FR,78297,Guyancourt,78,11,2.0745,48.7735,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.0745,48.7735,commune,lieu_controle_inconnu
2014-2973a8e8-1,FR,17369,Saint-Martin-de-Ré,17,75,-1.3714,46.1987,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-1.3714,46.1987,commune,lieu_controle_inconnu
2014-473b09b1-1,FR,91286,Grigny,91,11,2.3861,48.6584,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3861,48.6584,commune,lieu_controle_inconnu
2014-bf02577e-1,FR,78498,Poissy,78,11,2.0250,48.9241,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.0250,48.9241,commune,lieu_controle_inconnu
2014-c7a0a8a5-1,FR,94034,Fresnes,94,11,2.3263,48.7572,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3263,48.7572,commune,lieu_controle_inconnu
2014-5a502105-1,FR,78208,Élancourt,78,11,1.9612,48.7771,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.9612,48.7771,commune,lieu_controle_inconnu
2014-484c8b50-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-c838e25e-1,FR,53130,Laval,53,52,-0.7692,48.0578,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.7692,48.0578,commune,lieu_controle_inconnu
2014-c838e25e-2,FR,53130,Laval,53,52,-0.7692,48.0578,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.7692,48.0578,commune,lieu_controle_inconnu
2014-34070544-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-b3026686-1,FR,92076,Vaucresson,92,11,2.1628,48.8377,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1628,48.8377,commune,lieu_controle_inconnu
2014-b3026686-2,FR,92076,Vaucresson,92,11,2.1628,48.8377,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1628,48.8377,commune,lieu_controle_inconnu
2014-edddec70-1,FR,54329,Lunéville,54,44,6.5101,48.5963,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,6.5101,48.5963,commune,lieu_controle_inconnu
2014-fd88d9f7-1,FR,92012,Boulogne-Billancourt,92,11,2.2429,48.8375,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2429,48.8375,commune,lieu_controle_inconnu
2014-b5360745-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-23249938-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-4f3394a7-1,FR,92049,Montrouge,92,11,2.3163,48.8159,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3163,48.8159,commune,lieu_controle_inconnu
2014-4f3394a7-2,FR,92049,Montrouge,92,11,2.3163,48.8159,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3163,48.8159,commune,lieu_controle_inconnu
2014-f946c48c-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-3c7e281b-1,FR,49007,Angers,49,52,-0.5629,47.4819,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.5629,47.4819,commune,lieu_controle_inconnu
2014-e30807eb-1,FR,92002,Antony,92,11,2.2976,48.7507,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2976,48.7507,commune,lieu_controle_inconnu
2014-5859c805-1,FR,92040,Issy-les-Moulineaux,92,11,2.2628,48.8240,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2628,48.8240,commune,lieu_controle_inconnu
2014-54009ca2-1,FR,92062,Puteaux,92,11,2.2384,48.8824,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.2384,48.8824,commune,departement_contredit_par_ville|lieu_controle_inconnu
2014-a1a4cd3a-1,FR,93008,Bobigny,93,11,2.4432,48.9073,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.4432,48.9073,commune,lieu_controle_inconnu
2014-a1a4cd3a-2,FR,93008,Bobigny,93,11,2.4432,48.9073,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.4432,48.9073,commune,lieu_controle_inconnu
2014-34cec129-1,FR,54227,Giraumont,54,44,5.9149,49.1710,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,5.9149,49.1710,commune,lieu_controle_inconnu
2014-6add2df3-1,FR,88160,Épinal,88,44,6.4867,48.1637,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,6.4867,48.1637,commune,lieu_controle_inconnu
2014-0d83ee3d-1,FR,94041,Ivry-sur-Seine,94,11,2.3872,48.8125,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3872,48.8125,commune,lieu_controle_inconnu
2014-c665b726-1,FR,77083,Champs-sur-Marne,77,11,2.5940,48.8485,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.5940,48.8485,commune,lieu_controle_inconnu
2014-6b9afe86-1,FR,49015,Avrillé,49,52,-0.6011,47.5027,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.6011,47.5027,commune,lieu_controle_inconnu
2014-e9956136-1,FR,92020,Châtillon,92,11,2.2887,48.8031,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2887,48.8031,commune,lieu_controle_inconnu
2014-3229cd75-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-dbda1b17-1,FR,21231,Dijon,21,27,5.0322,47.3319,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,5.0322,47.3319,commune,lieu_controle_inconnu
2014-a91099dc-1,FR,91228,Évry-Courcouronnes,91,11,2.4313,48.6287,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.4313,48.6287,commune,lieu_controle_inconnu
2014-a91099dc-2,FR,91228,Évry-Courcouronnes,91,11,2.4313,48.6287,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.4313,48.6287,commune,lieu_controle_inconnu
2014-7f26aff9-1,FR,92063,Rueil-Malmaison,92,11,2.1806,48.8717,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1806,48.8717,commune,lieu_controle_inconnu
2014-bfa67276-1,FR,94054,Orly,94,11,2.4030,48.7402,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.4030,48.7402,commune,lieu_controle_inconnu
2014-e7a2116c-1,FR,94054,Orly,94,11,2.4030,48.7402,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.4030,48.7402,commune,lieu_controle_inconnu
2014-ffd6a0be-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-7baf291d-1,FR,38111,Claix,38,84,5.6590,45.1187,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,5.6590,45.1187,commune,lieu_controle_inconnu
2014-10bfa7f7-1,FR,31044,Balma,31,76,1.5037,43.6108,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.5037,43.6108,commune,lieu_controle_inconnu
2014-10bfa7f7-2,FR,31044,Balma,31,76,1.5037,43.6108,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.5037,43.6108,commune,lieu_controle_inconnu
2014-7b67abac-1,FR,31044,Balma,31,76,1.5037,43.6108,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.5037,43.6108,commune,lieu_controle_inconnu
2014-e479f414-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-0349069c-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-8c6f83f8-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-009ca51d-1,FR,51454,Reims,51,44,4.0551,49.2535,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.0551,49.2535,commune,lieu_controle_inconnu
2014-8ddd55ee-1,FR,67482,Strasbourg,67,44,7.7621,48.5691,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,7.7621,48.5691,commune,lieu_controle_inconnu
2014-a6679a58-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-15740141-1,FR,95527,Roissy-en-France,95,11,2.5188,49.0036,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.5188,49.0036,commune,lieu_controle_inconnu
2014-7dd3c32d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-06defced-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-37c0bf12-1,FR,92036,Gennevilliers,92,11,2.2880,48.9319,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2880,48.9319,commune,lieu_controle_inconnu
2014-64748bbc-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-734093e9-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-1e41f3a2-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-70267731-1,FR,49020,Beaucouzé,49,52,-0.6358,47.4742,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.6358,47.4742,commune,lieu_controle_inconnu
2014-a6323be7-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-19310e68-1,FR,62119,Béthune,62,32,2.6438,50.5299,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.6438,50.5299,commune,lieu_controle_inconnu
2014-81db33c8-1,FR,87085,Limoges,87,75,1.2260,45.8567,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.2260,45.8567,commune,lieu_controle_inconnu
2014-0e6ab24d-1,FR,16192,Terres-de-Haute-Charente,16,75,0.5830,45.8874,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,0.5830,45.8874,commune,departement_contredit_par_ville|lieu_controle_inconnu
2014-f707cec2-1,FR,92007,Bagneux,92,11,2.3093,48.7980,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3093,48.7980,commune,lieu_controle_inconnu
2014-7c56a3ca-1,FR,89162,Évry,89,27,3.2611,48.2681,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.2611,48.2681,commune,departement_contredit_par_ville|lieu_controle_inconnu
2014-4182ca31-1,FR,71073,Chagny,71,27,4.7764,46.8995,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.7764,46.8995,commune,lieu_controle_inconnu
2014-951a30e6-1,FR,59512,Roubaix,59,32,3.1843,50.6887,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.1843,50.6887,commune,lieu_controle_inconnu
2014-51cfa4b9-1,FR,47323,Villeneuve-sur-Lot,47,75,0.7484,44.4183,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,0.7484,44.4183,commune,lieu_controle_inconnu
2014-46f554d9-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-7b2384f2-1,FR,94081,Vitry-sur-Seine,94,11,2.3951,48.7893,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3951,48.7893,commune,lieu_controle_inconnu
2014-5caef409-1,FR,92062,Puteaux,92,11,2.2384,48.8824,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.2384,48.8824,commune,lieu_controle_inconnu
2014-5caef409-2,FR,92062,Puteaux,92,11,2.2384,48.8824,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.2384,48.8824,commune,lieu_controle_inconnu
2014-382cffc0-1,FR,92044,Levallois-Perret,92,11,2.2874,48.8946,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2874,48.8946,commune,lieu_controle_inconnu
2014-b5e67d4e-1,FR,92044,Levallois-Perret,92,11,2.2874,48.8946,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2874,48.8946,commune,lieu_controle_inconnu
2014-739c7d4d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-2767ed51-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-a3f12a58-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-f1f4a362-1,FR,58194,Nevers,58,27,3.1598,46.9852,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.1598,46.9852,commune,lieu_controle_inconnu
2014-8388a4c2-1,FR,33063,Bordeaux,33,75,-0.5848,44.8624,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.5848,44.8624,commune,lieu_controle_inconnu
2014-0cb2e923-1,FR,63113,Clermont-Ferrand,63,84,3.1127,45.7870,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.1127,45.7870,commune,lieu_controle_inconnu
2014-b4725eac-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-210440f1-1,FR,92044,Levallois-Perret,92,11,2.2874,48.8946,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2874,48.8946,commune,lieu_controle_inconnu
2014-854e117d-1,FR,42218,Saint-Étienne,42,84,4.3665,45.4241,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.3665,45.4241,commune,lieu_controle_inconnu
2014-84053f8a-1,FR,59392,Maubeuge,59,32,3.9611,50.2834,departement,alias,,geo.api.gouv.fr 2026-09-11,organisme,3.9611,50.2834,departement,localisation_approximative|lieu_controle_inconnu
2014-878edf1d-1,FR,95527,Roissy-en-France,95,11,2.5188,49.0036,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.5188,49.0036,commune,lieu_controle_inconnu
2014-450c6381-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-32762729-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-093fc2ec-1,FR,33063,Bordeaux,33,75,-0.5848,44.8624,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.5848,44.8624,commune,lieu_controle_inconnu
2014-072c9fc2-1,FR,45302,Saran,45,24,1.8806,47.9479,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.8806,47.9479,commune,lieu_controle_inconnu
2014-213fd7ec-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-95b1cc0a-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-77d3401b-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-9019175f-1,FR,77449,Serris,77,11,2.7873,48.8453,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.7873,48.8453,commune,lieu_controle_inconnu
2014-87d4629b-1,FR,89024,Auxerre,89,27,3.5821,47.7939,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.5821,47.7939,commune,lieu_controle_inconnu
2014-3d68173f-1,FR,57463,Metz,57,44,6.1962,49.1048,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,6.1962,49.1048,commune,lieu_controle_inconnu
2014-54b2f9dc-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-88081dd2-1,FR,73157,Modane,73,84,6.6462,45.1963,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,6.6462,45.1963,commune,lieu_controle_inconnu
2014-b5fa7987-1,FR,59636,Wambrechies,59,32,3.0449,50.6983,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.0449,50.6983,commune,lieu_controle_inconnu
2014-df52a29f-1,FR,92050,Nanterre,92,11,2.2018,48.8974,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2018,48.8974,commune,lieu_controle_inconnu
2014-0c840f17-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-5975bd01-1,FR,95127,Cergy,95,11,2.0455,49.0373,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.0455,49.0373,commune,lieu_controle_inconnu
2014-8f399325-1,FR,95572,Saint-Ouen-l'Aumône,95,11,2.1293,49.0450,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1293,49.0450,commune,lieu_controle_inconnu
2014-c577a362-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-c577a362-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-a363c0c0-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-0ec989a8-1,FR,67482,Strasbourg,67,44,7.7621,48.5691,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,7.7621,48.5691,commune,lieu_controle_inconnu
2014-64969106-1,FR,67482,Strasbourg,67,44,7.7621,48.5691,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,7.7621,48.5691,commune,lieu_controle_inconnu
2014-5a51770a-1,FR,67482,Strasbourg,67,44,7.7621,48.5691,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,7.7621,48.5691,commune,lieu_controle_inconnu
2014-ac44129a-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-c54bcb41-1,FR,92073,Suresnes,92,11,2.2183,48.8710,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2183,48.8710,commune,lieu_controle_inconnu
2014-70bb2695-1,FR,67482,Strasbourg,67,44,7.7621,48.5691,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,7.7621,48.5691,commune,lieu_controle_inconnu
2014-1fdde2c4-1,FR,67447,Schiltigheim,67,44,7.7511,48.6118,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,7.7511,48.6118,commune,lieu_controle_inconnu
2014-fdd124f1-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-430f3c56-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-430f3c56-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-6f8c6f0b-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-6f8c6f0b-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,lieu_controle_inconnu
2014-39995cf8-1,FR,92024,Clichy,92,11,2.3041,48.9041,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3041,48.9041,commune,lieu_controle_inconnu
2014-5b93532d-1,FR,92024,Clichy,92,11,2.3041,48.9041,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3041,48.9041,commune,lieu_controle_inconnu
