id,pays,code_insee,commune,departement,region,org_lon,org_lat,org_precision,org_methode,org_adresse,org_source,ctrl_lieu,ctrl_lon,ctrl_lat,ctrl_precision,drapeaux
2017-d61048e0-3,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-1a7ceeb8-1,FR,33318,Pessac,33,75,-0.6810,44.7860,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.6810,44.7860,commune,
2017-5e7efde6-1,FR,33063,Bordeaux,33,75,-0.5848,44.8624,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.5848,44.8624,commune,
2017-abe0eae1-1,FR,92040,Issy-les-Moulineaux,92,11,2.2628,48.8240,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-912f565c-1,FR,94037,Gentilly,94,11,2.3426,48.8120,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3426,48.8120,commune,
2017-641a8f71-1,FR,2A004,Ajaccio,2A,94,8.7058,41.9228,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-873c5312-1,FR,92063,Rueil-Malmaison,92,11,2.1806,48.8717,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,departement_contredit_par_ville
2017-62c69843-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-f18302ac-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-90364f99-1,FR,92075,Vanves,92,11,2.2869,48.8214,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2869,48.8214,commune,
2017-cedf8ff8-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-cedf8ff8-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-1c18cff9-1,FR,93073,Tremblay-en-France,93,11,2.5481,48.9744,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,departement_contredit_par_ville
2017-f662cade-1,FR,94065,Rungis,94,11,2.3499,48.7493,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-87a98adb-1,FR,91479,Paray-Vieille-Poste,91,11,2.3577,48.7239,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-ee9620aa-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-1d0bdde9-1,FR,92044,Levallois-Perret,92,11,2.2874,48.8946,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2874,48.8946,commune,
2017-b8bae229-1,FR,93078,Villepinte,93,11,2.5323,48.9560,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.5323,48.9560,commune,
2017-24927ed1-1,FR,69123,Lyon,69,84,4.8351,45.7580,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.8351,45.7580,commune,
2017-66d601f2-1,FR,51454,Reims,51,44,4.0551,49.2535,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.0551,49.2535,commune,
2017-ce880d39-1,FR,51454,Reims,51,44,4.0551,49.2535,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.0551,49.2535,commune,
2017-26325f7f-1,FR,34154,Mauguio,34,76,4.0128,43.5915,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.0128,43.5915,commune,
2017-b2c709f4-1,FR,92026,Courbevoie,92,11,2.2574,48.8976,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2574,48.8976,commune,
2017-788feed8-1,FR,34289,Saint-Thibéry,34,76,3.3939,43.3931,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.3939,43.3931,commune,
2017-07071c97-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-47a63886-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-f745542b-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-d3609213-2,FR,93070,Saint-Ouen-sur-Seine,93,11,2.3329,48.9118,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.3329,48.9118,commune,
2017-7c1ab8f1-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-403c46c1-1,FR,92048,Meudon,92,11,2.2288,48.8028,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.2288,48.8028,commune,
2017-2f6ffb7d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-91b7ffa3-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-4b5286d5-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-14868062-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-bf346135-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-09233df7-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-684136c0-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-684136c0-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-684136c0-3,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-684136c0-4,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-684136c0-5,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-2d2a0eda-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-767cbcb6-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-0e67de88-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-0e67de88-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-f3307159-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-f3307159-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-bdfdbfa4-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-628cf56f-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-698f50e0-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-9ea52ab4-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-7a306774-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-ad174ebe-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-cb985ce8-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-5aa04c55-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-7b67cd69-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-ef7649bc-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-bdda7fd1-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-a36eedcb-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-977f195d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-208095cc-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-4c524a7a-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-2779aadf-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-d8d659d5-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-ed12aa2b-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-7cf5ea00-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-a3db7ac6-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-4c388c87-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-586f97d4-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,departement_contredit_par_ville
2017-7d556fec-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-f52c30e7-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-e6aa332d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-4af34f40-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-dbdd052c-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-961bb72d-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-459b6f82-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-055b8862-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-48299c15-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-f0fd8d50-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-938ebc74-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-c2eb8104-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-5e5219c3-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-08b79f57-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-25646211-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-4dd939e5-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-2e0d182c-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-2079210f-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-646cc29f-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-5f0ba3f8-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-a551fa42-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-1f086afd-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-7385da04-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-76506db5-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-72a64da0-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-c838208a-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,cnil,2.307276,48.850654,institution,
2017-545b488d-1,FR,57659,Spicheren,57,44,6.9706,49.1947,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,6.9706,49.1947,commune,
2017-c3bde25c-1,FR,57260,Grosbliederstroff,57,44,7.0214,49.1584,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,7.0214,49.1584,commune,
2017-87ba96ea-1,FR,59183,Dunkerque,59,32,2.3431,51.0183,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3431,51.0183,commune,
2017-3e32853a-1,FR,92062,Puteaux,92,11,2.2384,48.8824,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2384,48.8824,commune,
2017-1101cb5a-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-b1fd6b94-1,FR,69266,Villeurbanne,69,84,4.8898,45.7719,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.8898,45.7719,commune,
2017-c677706f-1,FR,69123,Lyon,69,84,4.8351,45.7580,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.8351,45.7580,commune,
2017-c677706f-2,FR,69123,Lyon,69,84,4.8351,45.7580,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.8351,45.7580,commune,
2017-8eb85f50-1,FR,78498,Poissy,78,11,2.0250,48.9241,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.0250,48.9241,commune,
2017-31a14b17-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-222aeeca-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-a2e24d21-1,FR,60141,Chantilly,60,32,2.4876,49.1800,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.4876,49.1800,commune,
2017-92835c1f-1,FR,59183,Dunkerque,59,32,2.3431,51.0183,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3431,51.0183,commune,
2017-55a29978-1,FR,91377,Massy,91,11,2.2696,48.7263,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2696,48.7263,commune,
2017-ee325d99-1,FR,92062,Puteaux,92,11,2.2384,48.8824,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2384,48.8824,commune,
2017-6422af53-1,FR,51649,Vitry-le-François,51,44,4.5947,48.7292,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.5947,48.7292,commune,
2017-0cb7b434-1,FR,92026,Courbevoie,92,11,2.2574,48.8976,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2574,48.8976,commune,
2017-7b52fef7-1,FR,13055,Marseille,13,93,5.3806,43.2803,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,5.3806,43.2803,commune,
2017-ebf291dc-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-80dedc5b-1,FR,57463,Metz,57,44,6.1962,49.1048,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,6.1962,49.1048,commune,
2017-a09059c4-1,FR,59350,Lille,59,32,3.0468,50.6311,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.0468,50.6311,commune,
2017-e0a33721-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-9e6aa9aa-1,FR,92062,Puteaux,92,11,2.2384,48.8824,commune,alias,,geo.api.gouv.fr 2026-09-11,organisme,2.2384,48.8824,commune,
2017-f17dda88-1,FR,13055,Marseille,13,93,5.3806,43.2803,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,5.3806,43.2803,commune,
2017-793bfcff-1,FR,13055,Marseille,13,93,5.3806,43.2803,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,5.3806,43.2803,commune,
2017-1fa9aecc-1,FR,13055,Marseille,13,93,5.3806,43.2803,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,5.3806,43.2803,commune,
2017-5e4bdea1-1,FR,23079,Felletin,23,75,2.1870,45.8942,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1870,45.8942,commune,
2017-16cdb2ab-1,FR,92051,Neuilly-sur-Seine,92,11,2.2651,48.8862,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2651,48.8862,commune,
2017-4d2b941e-1,FR,14118,Caen,14,28,-0.3722,49.1846,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.3722,49.1846,commune,
2017-a96f88db-1,FR,78646,Versailles,78,11,2.1191,48.8039,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1191,48.8039,commune,
2017-f69bf07e-1,FR,78646,Versailles,78,11,2.1191,48.8039,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1191,48.8039,commune,
2017-3e9cc6ea-1,FR,42149,Montrond-les-Bains,42,84,4.2429,45.6380,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.2429,45.6380,commune,
2017-177f1c38-1,FR,06088,Nice,06,93,7.2528,43.7032,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,7.2528,43.7032,commune,
2017-2ec9ae53-1,FR,59350,Lille,59,32,3.0468,50.6311,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.0468,50.6311,commune,
2017-01790ba9-1,FR,59350,Lille,59,32,3.0468,50.6311,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,3.0468,50.6311,commune,
2017-703210e4-1,FR,44143,Rezé,44,52,-1.5573,47.1733,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-1.5573,47.1733,commune,
2017-94126d9e-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-4c5a1bdd-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-7370b6ac-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-318d7c6c-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-c7e239aa-1,FR,92012,Boulogne-Billancourt,92,11,2.2429,48.8375,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2429,48.8375,commune,
2017-0232d2ff-1,FR,78418,Montesson,78,11,2.1381,48.9190,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1381,48.9190,commune,
2017-10a2fb3e-1,FR,78466,Orgeval,78,11,1.9698,48.9185,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.9698,48.9185,commune,
2017-e3659228-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,departement_contredit_par_ville
2017-351f72a6-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-277c77e8-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2017-d12bf784-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2018-aaeda7b9-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2018-ef5c1d04-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2018-ef5c1d04-2,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2018-ad357b9e-1,FR,64445,Pau,64,75,-0.3435,43.3219,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-0.3435,43.3219,commune,
2018-87205c7e-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2018-5463a3f8-1,FR,69181,Saint-Appolinaire,69,84,4.4275,45.9772,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,4.4275,45.9772,commune,departement_contredit_par_ville
2018-68d034e5-1,FR,92012,Boulogne-Billancourt,92,11,2.2429,48.8375,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2429,48.8375,commune,
2018-bc46ae28-1,FR,95280,Goussainville,95,11,2.4683,49.0266,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.4683,49.0266,commune,
2018-3698f0b5-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2018-1f7100bc-1,FR,92063,Rueil-Malmaison,92,11,2.1806,48.8717,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.1806,48.8717,commune,
2018-cbfb1151-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2018-588b1e4d-1,FR,92048,Meudon,92,11,2.2288,48.8028,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2288,48.8028,commune,
2018-de08f098-1,FR,31561,L'Union,31,76,1.4830,43.6515,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,1.4830,43.6515,commune,
2018-9501172c-1,FR,92036,Gennevilliers,92,11,2.2880,48.9319,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.2880,48.9319,commune,
2018-c4e1b4d0-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2018-24de76ae-1,FR,17200,Lagord,17,75,-1.1522,46.1851,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,-1.1522,46.1851,commune,
2018-2ad1b6b1-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2018-0d72eceb-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
2018-fa41a949-1,FR,75056,Paris,75,11,2.3470,48.8589,commune,referentiel_communes,,geo.api.gouv.fr 2026-09-11,organisme,2.3470,48.8589,commune,
